CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2014-7-26,36,s4_24_up,19,13,s4_4_up,0,64,s1_below_35,5,1016,s3_1005_1025,1008,31,s4_23_up,24,14,s1_below_12,32,s1_below_4,,,s3_183_297
2014-7-27,37,s4_24_up,21,14,s4_4_up,3,60,s1_below_35,8,1019,s3_1005_1025,1009,31,s4_23_up,10,19,s1_below_12,40,s1_below_4,1,,s3_183_297
2014-7-28,36,s4_24_up,20,12,s4_4_up,6,53,s1_below_35,9,1016,s3_1005_1025,1006,31,s4_23_up,10,32,s1_below_12,52,s1_below_4,1,,s4_297_up
2014-7-29,31,s3_14_24,18,12,s4_4_up,3,59,s1_below_35,9,1018,s3_1005_1025,1010,31,s4_23_up,31,23,s2_12_22,34,s1_below_4,,,s1_below_104
2014-7-30,33,s3_14_24,15,8,s4_4_up,1,63,s1_below_35,8,1018,s3_1005_1025,1008,31,s4_23_up,31,19,s2_12_22,39,s1_below_4,,,s1_below_104
2014-7-31,36,s4_24_up,17,12,s4_4_up,3,52,s1_below_35,9,1017,s3_1005_1025,1007,31,s4_23_up,10,24,s1_below_12,52,s1_below_4,1,,s3_183_297
2014-8-1,29,s3_14_24,20,13,s4_4_up,4,56,s1_below_35,15,1013,s3_1005_1025,1006,31,s4_23_up,10,37,s2_12_22,55,s1_below_4,1,,s3_183_297
2014-8-2,29,s3_14_24,19,12,s4_4_up,7,56,s2_35_49,18,1013,s3_1005_1025,1005,31,s3_15_23,10,26,s2_12_22,55,s1_below_4,1,,s3_183_297
2014-8-3,30,s3_14_24,17,12,s4_4_up,7,68,s2_35_49,14,1015,s3_1005_1025,1008,31,s3_15_23,10,21,s1_below_12,47,s1_below_4,1,,s3_183_297
2014-8-4,33,s3_14_24,16,11,s4_4_up,1,59,s1_below_35,6,1017,s3_1005_1025,1010,31,s4_23_up,10,23,s1_below_12,42,s1_below_4,1,,s3_183_297
2014-8-5,34,s4_24_up,20,14,s4_4_up,5,64,s1_below_35,10,1020,s3_1005_1025,1012,31,s4_23_up,31,13,s1_below_12,,s1_below_4,,,s4_297_up
2014-8-6,36,s4_24_up,18,14,s4_4_up,4,53,s1_below_35,7,1020,s3_1005_1025,1010,31,s4_23_up,31,27,s1_below_12,35,s1_below_4,,,s3_183_297
2014-8-7,36,s4_24_up,19,12,s4_4_up,3,50,s1_below_35,7,1018,s3_1005_1025,1009,31,s4_23_up,26,21,s1_below_12,35,s1_below_4,,,s3_183_297
2014-8-8,35,s4_24_up,19,13,s4_4_up,2,52,s1_below_35,6,1015,s3_1005_1025,1006,31,s4_23_up,10,32,s2_12_22,52,s1_below_4,1,,s3_183_297
2014-8-9,33,s4_24_up,18,11,s4_4_up,5,52,s1_below_35,9,1014,s3_1005_1025,1006,31,s4_23_up,26,26,s1_below_12,45,s1_below_4,,,s3_183_297
2014-8-10,33,s4_24_up,17,13,s4_4_up,1,60,s1_below_35,6,1015,s3_1005_1025,1008,31,s4_23_up,31,26,s2_12_22,45,s1_below_4,,,s3_183_297
2014-8-11,34,s4_24_up,17,12,s4_4_up,8,59,s1_below_35,12,1018,s3_1005_1025,1010,31,s4_23_up,27,16,s1_below_12,47,s1_below_4,,,s3_183_297
2014-8-12,35,s4_24_up,18,12,s4_4_up,7,56,s1_below_35,10,1017,s3_1005_1025,1007,31,s4_23_up,19,29,s1_below_12,48,s1_below_4,,,s3_183_297
2014-8-13,30,s4_24_up,21,14,s4_4_up,0,60,s1_below_35,9,1016,s3_1005_1025,1010,31,s4_23_up,10,32,s2_12_22,48,s1_below_4,1,,s4_297_up
2014-8-14,31,s3_14_24,15,10,s4_4_up,-1,59,s1_below_35,8,1020,s3_1005_1025,1012,31,s3_15_23,10,23,s2_12_22,39,s1_below_4,1,,s1_below_104
2014-8-15,33,s3_14_24,14,12,s3_n5_4,1,55,s1_below_35,6,1021,s3_1005_1025,1012,31,s4_23_up,31,21,s1_below_12,37,s1_below_4,,,s1_below_104
2014-8-16,32,s3_14_24,16,12,s4_4_up,3,63,s1_below_35,10,1022,s3_1005_1025,1014,31,s3_15_23,10,24,s2_12_22,48,s1_below_4,1,,s1_below_104
2014-8-17,34,s3_14_24,14,14,s4_4_up,3,53,s1_below_35,12,1021,s3_1005_1025,1009,31,s4_23_up,10,14,s1_below_12,39,s1_below_4,1,,s2_104_183
2014-8-18,34,s4_24_up,18,14,s4_4_up,9,57,s2_35_49,13,1015,s3_1005_1025,1005,31,s3_15_23,10,26,s1_below_12,48,s1_below_4,1,,s3_183_297
2014-8-19,33,s4_24_up,17,16,s4_4_up,-4,83,s2_35_49,5,1015,s3_1005_1025,1008,31,s4_23_up,31,26,s1_below_12,48,s1_below_4,,,s3_183_297
2014-8-20,32,s3_14_24,16,11,s4_4_up,-2,56,s1_below_35,8,1016,s3_1005_1025,1009,31,s4_23_up,10,23,s1_below_12,45,s1_below_4,3,,s3_183_297
2014-8-21,31,s3_14_24,15,11,s4_4_up,2,68,s1_below_35,8,1017,s3_1005_1025,1009,31,s4_23_up,19,26,s1_below_12,55,s1_below_4,,,s3_183_297
2014-8-22,30,s3_14_24,18,10,s4_4_up,3,49,s1_below_35,11,1017,s3_1005_1025,1010,31,s3_15_23,10,26,s1_below_12,64,s1_below_4,1,,s3_183_297
2014-8-23,32,s3_14_24,14,11,s4_4_up,3,67,s2_35_49,9,1020,s3_1005_1025,1013,31,s4_23_up,31,14,s1_below_12,35,s1_below_4,,,s4_297_up
2014-8-24,33,s3_14_24,16,14,s4_4_up,1,53,s1_below_35,7,1021,s3_1005_1025,1012,31,s4_23_up,10,19,s1_below_12,55,s1_below_4,1,,s3_183_297
2014-8-25,35,s4_24_up,15,5,s3_n5_4,0,48,s1_below_35,6,1020,s3_1005_1025,1010,31,s4_23_up,27,26,s1_below_12,53,s1_below_4,,,s3_183_297
2014-8-26,35,s4_24_up,18,13,s4_4_up,0,37,s1_below_35,8,1017,s3_1005_1025,1009,31,s3_15_23,10,32,s2_12_22,45,s1_below_4,1,,s3_183_297
2014-8-27,35,s4_24_up,19,14,s4_4_up,6,68,s2_35_49,10,1019,s3_1005_1025,1010,31,s4_23_up,10,26,s1_below_12,39,s1_below_4,1,,s3_183_297
2014-8-28,36,s4_24_up,17,10,s3_n5_4,-4,52,s1_below_35,4,1018,s3_1005_1025,1010,31,s4_23_up,10,27,s1_below_12,52,s1_below_4,1,,s3_183_297
2014-8-29,34,s4_24_up,21,11,s4_4_up,2,46,s1_below_35,11,1018,s3_1005_1025,1010,31,s4_23_up,10,19,s1_below_12,37,s1_below_4,1,,s2_104_183
2014-8-30,34,s4_24_up,19,17,s4_4_up,8,68,s2_35_49,16,1019,s3_1005_1025,1010,31,s3_15_23,10,14,s1_below_12,42,s1_below_4,3,,s1_below_104
2014-8-31,35,s4_24_up,19,17,s4_4_up,11,64,s2_35_49,15,1019,s3_1005_1025,1010,31,s4_23_up,10,16,s1_below_12,26,s1_below_4,2,,s1_below_104
2014-9-1,36,s4_24_up,19,15,s4_4_up,5,60,s1_below_35,9,1019,s3_1005_1025,1009,31,s4_23_up,10,14,s1_below_12,35,s1_below_4,1,,s4_297_up
2014-9-2,38,s4_24_up,19,10,s4_4_up,5,49,s1_below_35,7,1017,s3_1005_1025,1006,31,s3_15_23,5,42,s1_below_12,61,s1_below_4,2,,s3_183_297
2014-9-3,34,s4_24_up,18,13,s4_4_up,3,56,s1_below_35,7,1015,s3_1005_1025,1006,31,s4_23_up,14,32,s1_below_12,50,s1_below_4,,,s3_183_297
2014-9-4,32,s4_24_up,19,14,s4_4_up,7,68,s2_35_49,12,1015,s3_1005_1025,1008,31,s4_23_up,19,21,s2_12_22,48,s1_below_4,,,s3_183_297
2014-9-5,33,s3_14_24,16,11,s4_4_up,2,63,s1_below_35,7,1017,s3_1005_1025,1009,31,s4_23_up,26,19,s1_below_12,45,s1_below_4,,,s3_183_297
2014-9-6,31,s3_14_24,16,11,s4_4_up,4,52,s1_below_35,16,1016,s3_1005_1025,1008,31,s4_23_up,27,23,s1_below_12,52,s1_below_4,8,,s3_183_297
2014-9-7,30,s3_14_24,16,14,s4_4_up,9,63,s2_35_49,20,1015,s3_1005_1025,1008,31,s3_15_23,10,26,s1_below_12,42,s1_below_4,2,,s3_183_297
2014-9-8,31,s3_14_24,15,14,s4_4_up,8,77,s2_35_49,15,1018,s3_1005_1025,1010,31,s3_15_23,10,26,s1_below_12,32,s1_below_4,2,,s3_183_297
2014-9-9,32,s3_14_24,16,15,s4_4_up,8,72,s2_35_49,16,1019,s3_1005_1025,1010,31,s3_15_23,10,14,s1_below_12,39,s1_below_4,1,,s4_297_up
2014-9-10,32,s3_14_24,17,17,s4_4_up,2,73,s2_35_49,8,1016,s3_1005_1025,1008,31,s4_23_up,26,23,s1_below_12,40,s1_below_4,8,,s3_183_297
2014-9-11,29,s3_14_24,18,12,s4_4_up,8,60,s2_35_49,17,1017,s3_1005_1025,1011,31,s4_23_up,10,26,s2_12_22,48,s1_below_4,2,,s3_183_297
2014-9-12,31,s3_14_24,14,12,s4_4_up,9,72,s2_35_49,16,1018,s3_1005_1025,1011,31,s3_15_23,10,19,s1_below_12,39,s1_below_4,1,,s3_183_297
2014-9-13,31,s3_14_24,16,12,s4_4_up,8,68,s2_35_49,15,1019,s3_1005_1025,1011,31,s3_15_23,10,19,s1_below_12,26,s1_below_4,2,,s3_183_297
2014-9-14,29,s3_14_24,14,11,s4_4_up,5,67,s2_35_49,13,1017,s3_1005_1025,1010,31,s3_15_23,10,29,s1_below_12,,s1_below_4,2,,s3_183_297
2014-9-15,27,s3_14_24,15,15,s4_4_up,7,100,s3_49_71,21,1017,s3_1005_1025,1010,31,s3_15_23,9,39,s1_below_12,47,s2_4_17,3,Rain-Thunderstorm,s3_183_297
2014-9-16,28,s3_14_24,14,14,s4_4_up,2,72,s2_35_49,10,1013,s3_1005_1025,1003,31,s3_15_23,10,40,s1_below_12,60,s1_below_4,2,,s3_183_297
2014-9-17,27,s3_14_24,17,17,s4_4_up,9,94,s3_49_71,23,1011,s3_1005_1025,1005,31,s3_15_23,10,32,s2_12_22,61,s1_below_4,2,Rain,s3_183_297
2014-9-18,26,s3_14_24,16,16,s4_4_up,7,94,s3_49_71,22,1013,s3_1005_1025,1007,31,s3_15_23,5,32,s2_12_22,53,s1_below_4,3,Rain,s2_104_183
2014-9-19,24,s3_14_24,14,16,s4_4_up,11,100,s4_71_up,37,1017,s3_1005_1025,1011,31,s2_3_15,10,29,s1_below_12,53,s1_below_4,3,Rain,s2_104_183
2014-9-20,26,s3_14_24,13,14,s4_4_up,9,100,s3_49_71,25,1020,s3_1005_1025,1015,31,s3_15_23,10,14,s1_below_12,,s1_below_4,3,,s3_183_297
2014-9-21,28,s3_14_24,15,15,s4_4_up,7,78,s2_35_49,18,1020,s3_1005_1025,1013,31,s3_15_23,8,27,s1_below_12,,s2_4_17,2,Rain,s3_183_297
2014-9-22,26,s3_14_24,14,16,s4_4_up,9,100,s3_49_71,26,1019,s3_1005_1025,1011,31,s2_3_15,6,23,s1_below_12,37,s2_4_17,4,Rain,s3_183_297
2014-9-23,24,s3_14_24,12,13,s4_4_up,8,100,s3_49_71,26,1016,s3_1005_1025,1010,31,s3_15_23,10,24,s1_below_12,48,s1_below_4,2,,s3_183_297
2014-9-24,22,s3_14_24,14,13,s4_4_up,9,88,s3_49_71,35,1020,s3_1005_1025,1014,31,s3_15_23,10,21,s1_below_12,42,s1_below_4,4,Rain,s3_183_297
2014-9-25,24,s3_14_24,10,12,s3_n5_4,-2,82,s2_35_49,10,1022,s3_1005_1025,1016,31,s3_15_23,8,19,s1_below_12,,s1_below_4,2,,s1_below_104
2014-9-26,26,s3_14_24,11,11,s4_4_up,4,72,s2_35_49,22,1025,s3_1005_1025,1018,31,s3_15_23,10,13,s1_below_12,27,s1_below_4,3,,s1_below_104
2014-9-27,24,s3_14_24,13,13,s4_4_up,8,82,s3_49_71,34,1024,s3_1005_1025,1017,31,s2_3_15,10,26,s1_below_12,,s1_below_4,3,Rain,s2_104_183
2014-9-28,22,s3_14_24,16,15,s4_4_up,11,88,s3_49_71,50,1023,s3_1005_1025,1019,26,s2_3_15,9,21,s1_below_12,,s1_below_4,6,Rain,s2_104_183
2014-9-29,25,s3_14_24,14,15,s4_4_up,8,100,s3_49_71,25,1024,s3_1005_1025,1019,31,s2_3_15,4,14,s1_below_12,34,s1_below_4,3,,s3_183_297
2014-9-30,27,s3_14_24,11,12,s4_4_up,6,94,s3_49_71,16,1026,s3_1005_1025,1020,31,s3_15_23,10,13,s1_below_12,,s1_below_4,1,,s1_below_104
2014-10-1,27,s3_14_24,14,14,s4_4_up,8,94,s3_49_71,28,1027,s3_1005_1025,1020,31,s3_15_23,10,23,s1_below_12,45,s1_below_4,2,,s1_below_104
2014-10-2,28,s3_14_24,15,14,s4_4_up,10,88,s3_49_71,26,1026,s3_1005_1025,1019,31,s3_15_23,10,13,s1_below_12,,s1_below_4,2,,s1_below_104
2014-10-3,27,s3_14_24,14,14,s4_4_up,9,88,s3_49_71,24,1025,s3_1005_1025,1017,31,s3_15_23,10,14,s1_below_12,39,s1_below_4,2,,s4_297_up
2014-10-4,27,s3_14_24,12,13,s4_4_up,8,94,s3_49_71,21,1021,s3_1005_1025,1014,31,s3_15_23,10,21,s1_below_12,37,s1_below_4,2,,s3_183_297
2014-10-5,26,s3_14_24,13,11,s4_4_up,5,77,s2_35_49,18,1018,s3_1005_1025,1011,31,s4_23_up,14,16,s1_below_12,40,s1_below_4,,,s4_297_up
2014-10-6,25,s3_14_24,9,11,s4_4_up,7,82,s3_49_71,22,1015,s3_1005_1025,1009,31,s3_15_23,10,24,s1_below_12,42,s1_below_4,1,,s3_183_297
2014-10-7,23,s3_14_24,13,13,s4_4_up,8,88,s3_49_71,27,1016,s3_1005_1025,1010,31,s3_15_23,10,27,s2_12_22,53,s1_below_4,5,,s3_183_297
2014-10-8,25,s3_14_24,13,14,s4_4_up,10,82,s3_49_71,35,1015,s3_1005_1025,1009,31,s3_15_23,10,27,s1_below_12,52,s1_below_4,5,Rain,s3_183_297
2014-10-9,20,s3_14_24,16,17,s4_4_up,14,100,s4_71_up,59,1015,s3_1005_1025,1011,31,s2_3_15,3,29,s1_below_12,52,s2_4_17,5,Rain-Thunderstorm,s3_183_297
2014-10-10,21,s3_14_24,15,15,s4_4_up,12,100,s4_71_up,49,1016,s3_1005_1025,1011,31,s2_3_15,4,16,s1_below_12,34,s1_below_4,6,Rain,s2_104_183
2014-10-11,21,s3_14_24,14,16,s4_4_up,13,100,s4_71_up,55,1016,s3_1005_1025,1005,31,s2_3_15,5,61,s1_below_12,87,s1_below_4,5,Rain-Thunderstorm,s2_104_183
2014-10-12,20,s3_14_24,13,14,s4_4_up,7,100,s4_71_up,36,1010,s3_1005_1025,1006,31,s3_15_23,6,37,s2_12_22,61,s1_below_4,4,Rain,s2_104_183
2014-10-13,17,s3_14_24,13,12,s4_4_up,7,94,s4_71_up,47,1012,s3_1005_1025,1009,31,s2_3_15,6,29,s2_12_22,60,s1_below_4,5,Rain,s3_183_297
2014-10-14,16,s2_10_14,10,11,s4_4_up,7,100,s4_71_up,50,1014,s3_1005_1025,1007,31,s2_3_15,6,24,s1_below_12,42,s1_below_4,6,Rain,s3_183_297
2014-10-15,17,s2_10_14,8,14,s4_4_up,7,100,s4_71_up,64,1016,s3_1005_1025,1014,31,s2_3_15,10,19,s1_below_12,45,s1_below_4,7,,s3_183_297
2014-10-16,22,s3_14_24,16,15,s4_4_up,12,94,s4_71_up,45,1018,s3_1005_1025,1014,31,s2_3_15,10,24,s1_below_12,50,s1_below_4,5,,s3_183_297
2014-10-17,23,s3_14_24,13,15,s4_4_up,11,94,s4_71_up,39,1021,s3_1005_1025,1016,31,s2_3_15,10,19,s1_below_12,32,s1_below_4,4,,s2_104_183
2014-10-18,27,s3_14_24,11,14,s4_4_up,9,100,s3_49_71,24,1022,s3_1005_1025,1016,31,s4_23_up,13,16,s1_below_12,39,s1_below_4,,,s4_297_up
2014-10-19,27,s3_14_24,12,14,s4_4_up,10,88,s3_49_71,27,1024,s3_1005_1025,1018,31,s4_23_up,14,13,s1_below_12,,s1_below_4,,,s4_297_up
2014-10-20,27,s3_14_24,12,13,s4_4_up,7,88,s3_49_71,20,1025,s3_1005_1025,1019,31,s4_23_up,21,13,s1_below_12,,s1_below_4,,,s4_297_up
2014-10-21,29,s3_14_24,10,11,s4_4_up,9,94,s3_49_71,22,1028,s4_1025_up,1022,31,s3_15_23,10,11,s1_below_12,,s1_below_4,,,s4_297_up
2014-10-22,25,s3_14_24,14,12,s3_n5_4,-8,77,s2_35_49,6,1029,s4_1025_up,1023,31,s4_23_up,19,23,s1_below_12,,s1_below_4,,,s1_below_104
2014-10-23,26,s3_14_24,7,7,s3_n5_4,-4,66,s2_35_49,10,1028,s3_1005_1025,1019,31,s4_23_up,21,23,s1_below_12,21,s1_below_4,,,s1_below_104
2014-10-24,27,s3_14_24,11,10,s4_4_up,6,82,s2_35_49,16,1022,s3_1005_1025,1015,31,s4_23_up,14,16,s1_below_12,24,s1_below_4,,,s1_below_104
2014-10-25,27,s3_14_24,11,11,s4_4_up,3,88,s3_49_71,16,1023,s3_1005_1025,1017,31,s4_23_up,19,13,s1_below_12,,s1_below_4,,,s4_297_up
2014-10-26,27,s3_14_24,9,10,s4_4_up,5,87,s3_49_71,17,1024,s3_1005_1025,1017,31,s4_23_up,19,10,s1_below_12,,s1_below_4,,,s4_297_up
2014-10-27,25,s3_14_24,9,10,s4_4_up,5,82,s3_49_71,23,1023,s3_1005_1025,1015,31,s4_23_up,3,13,s1_below_12,,s1_below_4,,,s4_297_up
2014-10-28,23,s3_14_24,8,11,s4_4_up,6,93,s3_49_71,34,1020,s3_1005_1025,1013,31,s4_23_up,14,11,s1_below_12,,s1_below_4,,,s4_297_up
2014-10-29,24,s3_14_24,9,11,s4_4_up,8,94,s3_49_71,27,1021,s3_1005_1025,1014,31,s3_15_23,14,11,s1_below_12,23,s1_below_4,,,s4_297_up
2014-10-30,27,s3_14_24,8,11,s4_4_up,7,94,s3_49_71,21,1024,s3_1005_1025,1018,31,s4_23_up,16,13,s1_below_12,23,s1_below_4,,,s4_297_up
2014-10-31,24,s3_14_24,8,10,s4_4_up,5,87,s3_49_71,23,1025,s3_1005_1025,1019,31,s4_23_up,19,13,s1_below_12,23,s1_below_4,,,s4_297_up
2014-11-1,23,s3_14_24,7,10,s4_4_up,5,82,s3_49_71,30,1026,s3_1005_1025,1020,31,s4_23_up,14,14,s1_below_12,,s1_below_4,,,s4_297_up
2014-11-2,20,s2_10_14,8,12,s4_4_up,7,94,s4_71_up,41,1023,s3_1005_1025,1015,31,s2_3_15,5,21,s1_below_12,50,s1_below_4,5,Rain,s3_183_297
2014-11-3,16,s2_10_14,9,11,s4_4_up,8,100,s4_71_up,56,1018,s3_1005_1025,1004,31,s2_3_15,0,40,s1_below_12,63,s1_below_4,5,Fog-Rain,s3_183_297
2014-11-4,13,s2_10_14,9,10,s3_n5_4,1,100,s3_49_71,39,1006,s2_991_1005,999,31,s3_15_23,1,50,s2_12_22,58,s2_4_17,5,Fog-Rain,s3_183_297
2014-11-5,13,s1_below_10,4,3,s3_n5_4,1,87,s3_49_71,30,1016,s3_1005_1025,1006,31,s3_15_23,10,21,s1_below_12,35,s1_below_4,2,,s3_183_297
2014-11-6,16,s1_below_10,3,6,s3_n5_4,2,93,s3_49_71,30,1019,s3_1005_1025,1014,31,s3_15_23,10,24,s1_below_12,45,s1_below_4,2,,s3_183_297
2014-11-7,18,s2_10_14,11,13,s4_4_up,4,94,s4_71_up,38,1017,s3_1005_1025,1013,31,s2_3_15,5,26,s2_12_22,47,s1_below_4,5,Rain,s3_183_297
2014-11-8,14,s2_10_14,9,9,s4_4_up,4,94,s3_49_71,44,1017,s3_1005_1025,1010,31,s3_15_23,10,29,s1_below_12,61,s1_below_4,6,Rain,s3_183_297
2014-11-9,13,s1_below_10,4,8,s3_n5_4,1,93,s4_71_up,36,1016,s3_1005_1025,1008,31,s3_15_23,10,19,s1_below_12,29,s1_below_4,5,Rain,s3_183_297
2014-11-10,12,s1_below_10,0,6,s3_n5_4,-1,100,s4_71_up,36,1018,s3_1005_1025,1011,31,s3_15_23,10,19,s1_below_12,42,s1_below_4,3,Rain,s3_183_297
2014-11-11,11,s1_below_10,7,9,s4_4_up,4,100,s4_71_up,69,1011,s2_991_1005,1002,31,s2_3_15,2,23,s1_below_12,42,s2_4_17,6,Rain,s2_104_183
2014-11-12,15,s2_10_14,9,9,s4_4_up,8,94,s4_71_up,55,1015,s3_1005_1025,1006,31,s3_15_23,6,27,s2_12_22,60,s1_below_4,3,,s3_183_297
2014-11-13,16,s2_10_14,8,13,s4_4_up,7,100,s4_71_up,68,1016,s3_1005_1025,1008,31,s2_3_15,6,24,s1_below_12,48,s1_below_4,4,Rain,s2_104_183
2014-11-14,15,s2_10_14,8,13,s4_4_up,6,100,s4_71_up,53,1009,s3_1005_1025,1005,31,s2_3_15,4,39,s2_12_22,60,s1_below_4,5,Rain-Snow,s3_183_297
2014-11-15,13,s1_below_10,7,8,s4_4_up,5,93,s4_71_up,54,1014,s3_1005_1025,1009,31,s3_15_23,10,39,s2_12_22,60,s1_below_4,3,Rain,s3_183_297
2014-11-16,13,s1_below_10,7,8,s4_4_up,5,93,s4_71_up,50,1016,s3_1005_1025,1012,31,s3_15_23,10,26,s2_12_22,53,s1_below_4,3,,s3_183_297
2014-11-17,14,s1_below_10,5,7,s3_n5_4,1,87,s3_49_71,33,1015,s3_1005_1025,1010,31,s3_15_23,10,27,s2_12_22,48,s1_below_4,3,,s3_183_297
2014-11-18,12,s1_below_10,0,7,s3_n5_4,0,100,s4_71_up,59,1017,s3_1005_1025,1013,31,s2_3_15,10,11,s1_below_12,35,s1_below_4,5,,s4_297_up
2014-11-19,17,s2_10_14,4,10,s4_4_up,4,100,s4_71_up,49,1019,s3_1005_1025,1014,31,s2_3_15,6,10,s1_below_12,,s1_below_4,3,,s1_below_104
2014-11-20,21,s2_10_14,6,10,s4_4_up,6,100,s4_71_up,33,1020,s3_1005_1025,1014,31,s3_15_23,9,13,s1_below_12,,s1_below_4,2,,s1_below_104
2014-11-21,16,s2_10_14,5,11,s4_4_up,4,100,s4_71_up,58,1021,s3_1005_1025,1015,31,s3_15_23,11,13,s1_below_12,,s1_below_4,8,,s4_297_up
2014-11-22,18,s2_10_14,8,11,s4_4_up,7,100,s4_71_up,50,1019,s3_1005_1025,1011,31,s3_15_23,10,13,s1_below_12,,s1_below_4,,,s4_297_up
2014-11-23,17,s2_10_14,12,13,s4_4_up,8,100,s4_71_up,51,1015,s3_1005_1025,1011,18,s2_3_15,8,16,s1_below_12,,s1_below_4,6,Rain,s4_297_up
2014-11-24,18,s2_10_14,9,12,s4_4_up,8,100,s4_71_up,45,1019,s3_1005_1025,1015,31,s2_3_15,10,11,s1_below_12,,s1_below_4,3,,s4_297_up
2014-11-25,17,s2_10_14,7,12,s4_4_up,7,100,s4_71_up,64,1020,s3_1005_1025,1015,31,s2_3_15,4,19,s1_below_12,40,s2_4_17,4,Rain-Thunderstorm,s2_104_183
2014-11-26,13,s1_below_10,7,12,s4_4_up,4,100,s4_71_up,48,1016,s3_1005_1025,1010,31,s2_3_15,3,16,s1_below_12,48,s1_below_4,5,Rain,s3_183_297
2014-11-27,13,s1_below_10,6,11,s4_4_up,4,94,s4_71_up,67,1011,s2_991_1005,993,31,s2_3_15,8,24,s1_below_12,42,s1_below_4,5,Rain,s2_104_183
2014-11-28,11,s1_below_10,8,9,s4_4_up,5,100,s4_71_up,69,994,s1_below_991,986,31,s2_3_15,6,32,s2_12_22,53,s2_4_17,6,Rain,s2_104_183
2014-11-29,11,s1_below_10,7,9,s4_4_up,6,100,s4_71_up,82,999,s2_991_1005,994,31,s2_3_15,3,13,s1_below_12,,s1_below_4,6,Rain,s4_297_up
2014-11-30,16,s2_10_14,8,12,s4_4_up,8,100,s4_71_up,53,1003,s2_991_1005,998,31,s2_3_15,0,16,s1_below_12,23,s1_below_4,5,Fog-Rain,s1_below_104
2014-12-1,16,s2_10_14,8,9,s4_4_up,2,82,s3_49_71,36,1008,s2_991_1005,1003,31,s3_15_23,10,39,s2_12_22,48,s1_below_4,2,,s4_297_up
2014-12-2,14,s2_10_14,8,4,s3_n5_4,2,76,s3_49_71,33,1012,s3_1005_1025,1007,31,s3_15_23,10,29,s2_12_22,,s1_below_4,2,,s1_below_104
2014-12-3,11,s1_below_10,5,6,s3_n5_4,1,100,s4_71_up,51,1013,s3_1005_1025,1009,31,s3_15_23,10,16,s1_below_12,,s1_below_4,4,,s1_below_104
2014-12-4,12,s1_below_10,3,3,s3_n5_4,0,87,s3_49_71,42,1017,s3_1005_1025,1010,31,s3_15_23,10,13,s1_below_12,,s1_below_4,6,,s4_297_up
2014-12-5,13,s1_below_10,1,4,s3_n5_4,-1,100,s3_49_71,25,1026,s3_1005_1025,1016,31,s3_15_23,8,14,s1_below_12,26,s1_below_4,3,,s4_297_up
2014-12-6,10,s1_below_10,2,3,s3_n5_4,-2,87,s3_49_71,30,1028,s3_1005_1025,1023,31,s3_15_23,10,32,s1_below_12,50,s1_below_4,3,Rain,s4_297_up
2014-12-7,11,s1_below_10,1,1,s3_n5_4,-4,81,s3_49_71,35,1032,s4_1025_up,1025,31,s4_23_up,10,37,s2_12_22,50,s1_below_4,1,,s1_below_104
2014-12-8,13,s1_below_10,-2,2,s3_n5_4,-3,100,s4_71_up,30,1033,s4_1025_up,1027,31,s4_23_up,10,11,s1_below_12,32,s1_below_4,1,,s2_104_183
2014-12-9,10,s1_below_10,2,2,s3_n5_4,-1,93,s3_49_71,33,1032,s4_1025_up,1027,31,s3_15_23,10,45,s2_12_22,60,s1_below_4,1,,s4_297_up
2014-12-10,12,s1_below_10,-1,3,s3_n5_4,-2,100,s3_49_71,38,1035,s4_1025_up,1030,31,s4_23_up,10,29,s1_below_12,,s1_below_4,,,s2_104_183
2014-12-11,14,s1_below_10,-2,5,s3_n5_4,-2,100,s4_71_up,42,1035,s4_1025_up,1026,31,s3_15_23,6,10,s1_below_12,,s1_below_4,,,s4_297_up
2014-12-12,11,s1_below_10,-2,4,s3_n5_4,-2,100,s4_71_up,51,1029,s3_1005_1025,1017,14,s2_3_15,5,19,s1_below_12,48,s1_below_4,1,,s1_below_104
2014-12-13,13,s1_below_10,4,10,s4_4_up,3,100,s4_71_up,62,1019,s3_1005_1025,1010,31,s2_3_15,5,24,s1_below_12,45,s2_4_17,6,Rain,s2_104_183
2014-12-14,8,s1_below_10,7,9,s4_4_up,7,100,s4_71_up,88,1016,s3_1005_1025,1012,31,s2_3_15,5,13,s1_below_12,,s2_4_17,7,Rain,s1_below_104
2014-12-15,12,s1_below_10,4,7,s4_4_up,3,100,s4_71_up,51,1022,s3_1005_1025,1014,31,s3_15_23,10,16,s1_below_12,,s1_below_4,4,Rain,s1_below_104
2014-12-16,13,s1_below_10,2,6,s3_n5_4,1,100,s4_71_up,51,1024,s3_1005_1025,1018,31,s2_3_15,5,26,s1_below_12,,s1_below_4,3,Rain,s2_104_183
2014-12-17,13,s1_below_10,1,7,s3_n5_4,1,100,s4_71_up,51,1029,s3_1005_1025,1022,31,s3_15_23,9,13,s1_below_12,,s1_below_4,2,,s2_104_183
